1860,1884,1903
13,12,0
584,632,631
1265,1360,1496
1884,1885,1903
630,583,775
10,28,27
11,10,0
12,11,0
25,9,26
25,24,9
491,537,631
537,584,631
1313,1360,1265
1406,1360,1361
1803,1833,1860
1885,1886,1903
774,726,775
1802,1769,1770
101,73,132
49,74,27
30,29,10
29,28,10
1359,1405,1358
1266,1313,1265
1360,1451,1496
1406,1451,1360
1861,1884,1860
1861,1862,1884
1862,1863,1884
1621,1622,1662
1735,1736,1770
359,402,317
402,359,403
402,446,491
74,103,102
166,202,201
101,100,73
316,358,357
358,316,276
50,49,27
1450,1359,1495
1450,1405,1359
1359,1312,1216
1312,1264,1216
23,22,9
24,23,9
1624,1663,1623
1663,1664,1701
1771,1737,1738
1702,1737,1701
1858,1859,1883
1857,1858,1883
1801,1802,1832
1622,1539,1495
446,492,491
133,167,166
131,101,132
131,130,101
48,47,26
48,72,71
72,48,73
1497,1540,1496
1540,1623,1496
1833,1834,1860
1859,1831,1832
1736,1699,1700
1581,1539,1622
1539,1581,1538
1902,1916,1901
1902,1882,1883
134,133,102
239,238,201
278,277,238
277,318,317
47,46,26
726,678,775
678,630,775
1264,1215,1216
1540,1582,1623
1541,1582,1540
1771,1772,1803
1804,1833,1803
1804,1805,1833
1700,1661,1662
49,75,74
237,236,200
275,237,276
165,164,132
1539,1494,1495
1902,1881,1882
76,75,49
199,165,200
489,445,490
401,400,358
445,401,490
401,358,276
490,401,583
582,536,583
536,490,583
1916,1900,1901
1899,1900,1916
30,11,31
11,30,10
11,32,31
32,11,12
632,680,631
680,679,631
680,632,633
681,680,633
1864,1886,1885
1886,1864,1865
29,51,28
51,29,52
79,53,80
53,79,52
29,53,52
53,29,30
514,469,515
469,514,468
33,32,12
33,12,13
14,0,1
14,13,0
22,8,9
8,22,21
1314,1268,1315
1268,1314,1267
1314,1266,1267
1266,1314,1313
1360,1314,1361
1313,1314,1360
1497,1451,1452
1451,1497,1496
1863,1864,1885
1863,1885,1884
1414,1458,1413
1458,1414,1459
1769,1735,1770
1735,1769,1734
435,479,434
479,478,434
78,51,52
79,78,52
51,50,28
28,50,27
78,50,51
50,78,77
32,54,31
54,32,55
54,30,31
54,53,30
53,54,80
54,81,80
1094,1093,1044
1094,1044,1045
901,950,949
900,901,949
565,520,566
520,565,519
752,705,753
705,752,704
1159,1111,1160
1111,1159,1110
1209,1159,1160
1159,1209,1208
1210,1209,1161
1209,1160,1161
867,916,866
866,916,915
555,554,509
554,508,509
840,791,792
840,792,841
699,748,747
748,699,700
560,514,515
561,560,515
343,386,385
386,343,344
2,15,1
15,14,1
15,2,3
16,15,3
8,20,7
20,8,21
20,6,7
6,20,19
5,6,18
6,19,18
1624,1664,1663
1664,1624,1625
1624,1584,1625
1584,1624,1583
1369,1414,1413
1369,1413,1368
1415,1369,1370
1369,1415,1414
1320,1321,1368
1367,1320,1368
1320,1273,1274
1321,1320,1274
1364,1318,1365
1318,1364,1317
1542,1584,1583
1584,1542,1543
1542,1500,1543
1500,1542,1499
1702,1664,1665
1664,1702,1701
1887,1904,1886
1886,1904,1903
1503,1458,1459
1504,1503,1459
824,774,775
824,823,774
872,824,873
824,872,823
872,822,823
822,872,871
1259,1308,1307
1308,1259,1260
1558,1516,1559
1516,1558,1515
1866,1886,1865
1866,1887,1886
492,538,537
492,537,491
632,585,633
584,585,632
538,585,537
537,585,584
494,447,448
447,494,493
492,447,493
447,492,446
447,402,403
447,446,402
204,167,168
203,167,204
167,202,166
202,167,203
329,287,288
287,329,328
327,287,328
286,287,327
287,246,247
246,287,286
240,202,203
241,240,203
129,100,101
130,129,101
48,70,47
70,48,71
717,668,669
668,717,716
629,582,630
630,582,583
229,194,230
194,229,193
194,195,231
230,194,231
982,983,1031
983,1032,1031
881,833,882
833,881,832
833,883,882
883,833,834
544,592,591
592,544,545
498,451,452
451,498,497
783,833,832
833,783,784
833,785,834
785,833,784
903,854,855
904,903,855
892,844,893
844,892,843
846,894,845
894,846,895
844,894,893
894,844,845
890,840,841
840,890,889
799,847,798
847,799,848
801,751,752
751,801,800
852,901,900
851,852,900
386,429,385
429,386,430
478,477,434
477,433,434
474,431,475
431,474,430
610,563,564
610,564,611
565,518,519
518,565,564
564,612,611
565,612,564
854,805,855
805,806,855
657,705,704
656,657,704
1113,1065,1114
1065,1113,1064
1312,1311,1264
1264,1311,1263
1311,1359,1358
1311,1312,1359
967,919,968
919,967,918
922,872,873
872,922,921
1058,1008,1009
1008,1058,1057
1304,1255,1256
1255,1304,1303
1207,1255,1206
1255,1207,1256
1259,1211,1260
1211,1259,1210
1214,1262,1213
1262,1214,1263
1311,1262,1263
1262,1311,1310
1164,1116,1165
1116,1164,1115
1164,1214,1213
1214,1164,1165
861,813,862
813,861,812
910,861,911
861,862,911
1008,959,1009
959,960,1009
959,910,911
960,959,911
862,863,911
863,912,911
863,864,913
863,913,912
863,813,814
813,863,862
863,815,864
815,863,814
985,937,986
937,985,936
887,937,936
937,887,888
1380,1426,1425
1426,1380,1381
1380,1334,1381
1380,1333,1334
15,34,14
34,15,35
34,33,13
14,34,13
558,604,557
604,558,605
558,557,511
512,558,511
464,510,463
463,510,509
510,465,511
465,510,464
604,556,557
556,604,603
557,556,511
556,510,511
556,555,509
510,556,509
554,553,508
553,507,508
839,789,790
789,839,838
840,839,791
839,790,791
887,839,888
839,887,838
839,840,889
888,839,889
604,651,603
651,604,652
699,651,700
651,652,700
649,650,697
697,650,698
650,651,699
650,699,698
601,553,554
553,601,600
794,844,843
844,794,795
844,796,845
796,844,795
653,604,605
604,653,652
652,653,700
653,701,700
187,188,223
223,188,224
390,435,434
390,391,435
260,301,300
261,301,260
36,37,60
59,36,60
36,15,16
15,36,35
17,36,16
36,17,37
4,16,3
4,17,16
4,5,18
17,4,18
40,20,21
40,21,41
20,40,19
40,39,19
61,88,87
61,87,60
1128,1080,1129
1080,1128,1079
1225,1175,1176
1175,1225,1224
1268,1269,1315
1315,1269,1316
1217,1266,1265
1217,1218,1266
1364,1363,1317
1317,1363,1316
1498,1497,1452
1453,1498,1452
1499,1498,1454
1498,1453,1454
1702,1703,1737
1737,1703,1738
