1097,1138,1055
1056,1139,1097
5,13,4
2,3,11
2380,2413,2345
2655,2601,2629
2628,2601,2655
2702,2679,2655
1014,1097,1055
1014,1056,1097
1056,1014,973
932,1014,1055
1014,932,973
1015,974,1057
1015,1056,973
933,1015,973
1015,933,974
1140,1098,1057
1056,1098,1139
1098,1015,1057
1015,1098,1056
932,892,973
892,933,973
892,932,812
132,109,133
646,723,684
298,268,330
2413,2379,2345
2379,2309,2345
2380,2346,2414
2410,2477,2443
2127,2239,2088
2127,2165,2239
2127,2089,2165
1767,1849,1725
1767,1808,1849
2049,2127,2088
2127,2049,2089
2011,2049,1971
2049,2011,2089
1890,1970,1849
1808,1890,1849
974,1016,1057
1811,1729,1771
1518,1560,1476
1181,1223,1139
1181,1098,1140
1098,1181,1139
1138,1180,1222
1223,1180,1139
1180,1138,1097
1139,1180,1097
2482,2544,2513
2449,2482,2513
2280,2350,2315
2095,2134,2171
2134,2095,2056
2095,2017,2056
2017,2095,2055
2243,2280,2315
2349,2279,2315
2279,2243,2315
2601,2572,2629
2654,2628,2655
2679,2654,2655
2654,2679,2627
2762,2743,2744
2743,2762,2722
2724,2655,2744
2724,2702,2655
852,892,812
892,852,933
934,1016,974
215,275,244
481,446,517
516,553,590
553,481,517
481,553,516
12,3,4
6,17,31
7,6,0
10,1,2
618,472,656
618,580,472
580,543,472
1216,1133,1175
930,1011,970
132,157,109
87,108,66
87,66,133
109,87,133
30,63,45
429,396,464
499,429,464
801,723,762
153,179,127
179,207,235
207,179,153
391,459,424
533,497,462
851,772,891
1046,1129,1087
1469,1511,1427
1259,1216,1175
1368,1326,1284
1083,1000,1042
1200,1117,1159
1005,1046,964
1128,1045,1087
2379,2344,2309
2447,2480,2413
2447,2380,2414
2380,2447,2413
2201,2164,2238
2310,2236,2274
2346,2310,2274
2310,2380,2345
2310,2346,2380
2311,2346,2274
2346,2311,2414
1547,1505,1463
1335,1376,1292
1169,1210,1127
2222,2259,2185
2158,2196,2232
2196,2270,2232
2270,2196,2233
2411,2343,2378
2410,2376,2342
2376,2410,2443
2074,2152,2113
2152,2189,2113
1462,1546,1504
1546,1462,1505
1581,1622,1538
1903,1983,1942
1487,1445,1529
1488,1445,1404
1445,1488,1529
1403,1487,1444
1487,1403,1445
1569,1610,1526
2131,2168,2092
2168,2130,2092
2168,2204,2130
2204,2168,2242
2166,2129,2203
2129,2166,2090
2165,2202,2239
2089,2128,2165
2166,2128,2090
2128,2202,2165
2202,2128,2166
1767,1726,1808
1931,2011,1971
1970,2010,2088
2010,2049,2088
2049,2010,1971
2051,2129,2090
2011,2050,2089
2128,2050,2090
2050,2128,2089
1890,1930,1970
2010,1930,1971
1930,2010,1970
1850,1890,1808
1850,1930,1890
2017,1978,2056
1099,1140,1057
1016,1099,1057
901,941,860
938,978,897
939,898,858
1397,1313,1355
856,896,816
1642,1558,1600
1729,1688,1771
1770,1729,1811
1770,1852,1810
1852,1770,1811
1729,1770,1687
